0	1
Naphthyl-2-methylene-succinyl-CoA	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)/C(=C/C4=CC5=CC=CC=C5C=C4)/CC(=O)O)O
Naphthyl-2-oxomethyl-succinyl-CoA	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C(CC(=O)O)C(=O)C4=CC5=CC=CC=C5C=C4)O
Naphthyl-2-oxomethyl-succinyl-CoA	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C(CC(=O)O)C(=O)C4=CC5=CC=CC=C5C=C4)O
Narcotine hemiacetal	CN1CCC2=CC3=C(C(=C2[C@@H]1[C@@H]4C5=C(C(O4)O)C(=C(C=C5)OC)OC)OC)OCO3
Narcotoline	CN1CCC2=CC3=C(C(=C2[C@@H]1[C@@H]4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)O)OCO3
Narcotoline hemiacetal	CN1CCC2=CC3=C(C(=C2[C@@H]1[C@@H]4C5=C(C(O4)O)C(=C(C=C5)OC)OC)O)OCO3
Naringenin	C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O
Naringenin	C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O
Naringenin	C1[C@@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O
Naringenin chalcone	C1=CC(=CC=C1/C=C/C(=O)C2=C(C=C(C=C2O)O)O)O
Naringin	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O
Naringin	CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O
Naringin	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O
Naringin	C[C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O
Naringin	CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O
Naringin	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]([C@H]([C@@H](O[C@@H]2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O
Naringin	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@@H]2OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O
Naringin	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O
Naringin	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=O)C[C@@H](OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O
Naringin	C[C@H]1[C@@H]([C@H]([C@@H]([C@@H](O1)O[C@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O
Naringin	CC1[C@@H]([C@@H](C([C@@H](O1)OC2[C@@H]([C@@H](C(O[C@H]2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O
Naringin	CC1C(C(C(C(O1)O[C@H]2[C@@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O
Naringin	C[C@H]1[C@@H](C([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O
Naringin chalcone	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C(C(=C3)O)C(=O)/C=C/C4=CC=C(C=C4)O)O)CO)O)O)O)O)O
Nbeta-acetylstreptothricin F	CC(=O)NC(CCC[NH3+])CC(=O)N[C@@H]1[C@@H]([C@H]([C@H](O[C@H]1NC2=[NH+]C3C(N2)C(CNC3=O)O)CO)OC(=O)N)O
Nbeta-acetylstreptothricin F	CC(=O)N[C@H](CCCN)CC(=O)N[C@@H]1[C@@H]([C@H]([C@H](O[C@H]1NC2=N[C@@H]3[C@H](N2)[C@@H](CNC3=O)O)CO)OC(=O)N)O
Nbeta-methylajmaline	CC[C@H]1[C@H]2C[C@H]3[C@H]4C5(C[C@@H](C2[C@H]5O)[N+]3([C@@H]1O)C)C6=CC=CC=C6N4C
Nbeta-methylnorajmaline	CC[C@H]1[C@H]2C[C@H]3[C@H]4C5(C[C@@H](C2[C@H]5O)[N+]3([C@@H]1O)C)C6=CC=CC=C6N4
Neamine	C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)N)O)O)N
Nebramine	C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H](C[C@@H]([C@H](O2)CN)O)N)O)O)N
Nebramycin factor 4	C1C(C(C(C(C1N)OC2C(C(C(C(O2)COC(=O)N)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)N)N
Nebramycin factor 4	C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)COC(=O)N)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)N)N
Neoabietadiene	CC(=C1CC[C@H]2C(=C1)CC[C@@H]3[C@@]2(CCCC3(C)C)C)C
Neoabietal	CC(=C1CC[C@H]2C(=C1)CC[C@@H]3[C@@]2(CCC[C@@]3(C)C=O)C)C
Neoabietic acid	CC(=C1CC[C@H]2C(=C1)CC[C@@H]3[C@@]2(CCC[C@@]3(C)C(=O)O)C)C
Neoabietinol	CC(=C1CC[C@H]2C(=C1)CC[C@@H]3[C@@]2(CCC[C@@]3(C)CO)C)C
Neoagarobiose	C1[C@H]2[C@H]([C@@H](O1)[C@@H]([C@@H](O2)O[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)O)CO)O)O)O
Neoagarotetraose	C1[C@H]2[C@H]([C@@H](O1)[C@@H]([C@@H](O2)O[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)O[C@@H]4[C@@H]5CO[C@H]4[C@@H]([C@@H](O5)O[C@H]6[C@H]([C@H](O[C@H]([C@@H]6O)O)CO)O)O)CO)O)O)O
Neoagarotetraose	C1[C@H]2[C@H]([C@@H](O1)[C@@H]([C@@H](O2)O[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)O[C@@H]4[C@@H]5CO[C@H]4[C@@H]([C@@H](O5)O[C@H]6[C@@H]([C@H](O[C@@H]([C@@H]6O)O)CO)O)O)CO)O)O)O
Neoagarotetraose	C1[C@H]2[C@H]([C@@H](O1)[C@H]([C@@H](O2)O[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)O[C@@H]4[C@@H]5CO[C@H]4[C@H]([C@@H](O5)OC6[C@H]([C@H](OC([C@@H]6O)O)CO)O)O)CO)O)O)O
Neohesperidin	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC(=C(C=C5)OC)O)O)CO)O)O)O)O)O
Neohesperidin	CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)CO)O)O)O)O)O
Neohesperidin	CC1C(C(C([C@@H](O1)OC2C(C(C(OC2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)CO)O)O)O)O)O
Neohesperidin	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](OC2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)CO)O)O)O)O)O
Neohesperidin	C[C@H]1[C@@H]([C@H]([C@H](C(O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC(=C(C=C5)OC)O)O)CO)O)O)O)O)O
Neohesperidin	C[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC(=C(C=C5)OC)O)O)CO)O)O)O)O)O
Neohesperidin	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)CO)O)O)O)O)O
Neohesperidin	CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC(=C(C=C5)OC)O)O)CO)O)O)O)O)O
Neohesperidin	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@@H]2OC3=CC(=C4C(=O)C[C@@H](OC4=C3)C5=CC(=C(C=C5)OC)O)O)CO)O)O)O)O)O
Neohesperidin	CC1[C@@H]([C@@H](C([C@@H](O1)OC2[C@@H]([C@@H](C(O[C@H]2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)CO)O)O)O)O)O
Neohesperidin	C[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)OC2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)CO)O)O)O)O)O
Neohesperidin	C[C@H]1[C@@H](C([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC(=C(C=C5)OC)O)O)CO)O)O)O)O)O
Neomycin B	C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)N)O[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O[C@@H]4[C@@H]([C@H]([C@@H]([C@@H](O4)CN)O)O)N)O)O)N
Neomycin C	C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)N)O[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CN)O)O)N)O)O)N
Neopinone	CN1CC[C@]23[C@@H]4C(=O)CC=C2[C@H]1CC5=C3C(=C(C=C5)OC)O4
Neopterin	C1=C(N=C2C(=O)NC(=NC2=N1)N)[C@@H]([C@@H](CO)O)O
Neopterin	C1=C(N=C2C(=O)NC(=NC2=N1)N)C(C(CO)O)O
Neopterin	C1=C(N=C2C(=O)NC(=NC2=N1)N)[C@H]([C@@H](CO)O)O
Neopterin	C1=C(N=C2C(=O)NC(=NC2=N1)N)[C@H]([C@H](CO)O)O
Neoxanthin	C/C(=C\C=C\C=C(/C)\C=C\C=C(/C)\C=C=C1[C@](C[C@H](CC1(C)C)O)(C)O)/C=C/C=C(\C)/C=C/[C@]23[C@](O2)(C[C@H](CC3(C)C)O)C
Neoxanthin	C/C(=C\C=C\C=C(/C)\C=C\C=C(/C)\C=C=C1[C@](C[C@H](CC1(C)C)O)(C)O)/C=C/C=C(/C)\C=C\[C@]23[C@](O2)(C[C@H](CC3(C)C)O)C
Neoxanthin	CC(=CC=CC=C(C)C=CC=C(C)C=C=C1[C@](C[C@H](CC1(C)C)O)(C)O)/C=C/C=C(/C)\C=C[C@]23[C@](O2)(C[C@H](CC3(C)C)O)C
Neoxanthin	C/C(=C\C=C\C=C(/C)\C=C\C=C(\C)/C=C=C1[C@](C[C@H](CC1(C)C)O)(C)O)/C=C/C=C(\C)/C=C/[C@]23[C@](O2)(C[C@H](CC3(C)C)O)C
Nerol	CC(=CCC/C(=C\CO)/C)C
Nerolidyl diphosphate	CC(=CCC/C(=C/CCC(C)(C=C)OP(=O)(O)OP(=O)(O)O)/C)C
Nerolidyl diphosphate	CC(=CCC/C(=C/CCC(C)(C=C)OP(=O)([O-])OP(=O)(O)[O-])/C)C
Net	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34
Net	CC12CCC3C(C1CC[C@@]2(C#C)O)CCC4=CC(=O)CCC34
Net	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@]2(C#C)O)CCC4=CC(=O)CC[C@H]34
Ni(II)-pyridinium-3,5-bisthiocarboxylate mononucleotide	C1=C([C-]=C(C=[N+]1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)C(=O)[S-])C(=[SH+])O.[Ni]
Ni-sirohydrochlorin	C[C@@]1([C@@H](C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5[C@@]([C@@H](C(=N5)C=C1[N-]2)CCC(=O)[O-])(C)CC(=O)[O-])CC(=O)[O-])CCC(=O)[O-])C(=C3CC(=O)[O-])CCC(=O)[O-])CCC(=O)[O-])CC(=O)[O-].[Ni]
Ni-sirohydrochlorin	C[C@@]1([C@@H](C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5[C@@]([C@@H](C(=N5)C=C1[N-]2)CCC(=O)O)(C)CC(=O)O)CC(=O)O)CCC(=O)O)C(=C3CC(=O)O)CCC(=O)O)CCC(=O)O)CC(=O)O.[Ni+2]
Ni-sirohydrochlorin	C[C@@]1([C@@H](C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5[C@@]([C@@H](C(=N5)C=C1[N-]2)CCC(=O)O)(C)CC(=O)O)CC(=O)O)CCC(=O)O)C(=C3CC(=O)O)CCC(=O)O)CCC(=O)O)CC(=O)O.[Ni]
Ni-sirohydrochlorin a,c-diamide	C[C@@]1([C@@H](C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5[C@@]([C@@H](C(=N5)C=C1[N-]2)CCC(=O)[O-])(C)CC(=O)N)CC(=O)[O-])CCC(=O)[O-])C(=C3CC(=O)[O-])CCC(=O)[O-])CCC(=O)[O-])CC(=O)N.[Ni]
Ni-sirohydrochlorin a,c-diamide	C[C@@]1([C@@H](C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5[C@@]([C@@H](C(=N5)C=C1[N-]2)CCC(=O)O)(C)CC(=O)N)CC(=O)O)CCC(=O)O)C(=C3CC(=O)O)CCC(=O)O)CCC(=O)O)CC(=O)N.[Ni+2]
Ni-sirohydrochlorin a,c-diamide	C[C@@]1([C@@H](C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5[C@@]([C@@H](C(=N5)C=C1[N-]2)CCC(=O)O)(C)CC(=O)N)CC(=O)O)CCC(=O)O)C(=C3CC(=O)O)CCC(=O)O)CCC(=O)O)CC(=O)N.[Ni]
Ni2+	[Ni+2]
Nickel-sirohydrochlorin a,c-diamide	C[C@@]1([C@@H](C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5[C@@]([C@@H](C(=N5)C=C1[N-]2)CCC(=O)O)(C)CC(=O)N)CC(=O)O)CCC(=O)O)C(=C3CC(=O)O)CCC(=O)O)CCC(=O)O)CC(=O)N.[Ni+2]
Nickel-sirohydrochlorin a,c-diamide	C[C@@]1([C@@H](C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5[C@@]([C@@H](C(=N5)C=C1[N-]2)CCC(=O)O)(C)CC(=O)N)CC(=O)O)CCC(=O)O)C(=C3CC(=O)O)CCC(=O)O)CCC(=O)O)CC(=O)N.[Ni]
Nicotinamide	C1=CC(=CN=C1)C(=O)N
Nicotinamide D-ribonucleotide	C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)[O-])O)O)C(=O)N
Nicotinamide-beta-riboside	C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N
Nicotinate	C1=CC(=CN=C1)C(=O)[O-]
Nicotinate	C1=CC(=CN=C1)C(=O)O
Nicotinate D-ribonucleoside	C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)O
Nicotinate D-ribonucleotide	C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)C(=O)O
Nicotinate D-ribonucleotide	C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])[O-])O)O)C(=O)[O-]
Nicotine	CN1CCC[C@H]1C2=CN=CC=C2
Nicotinurate	C1=CC(=CN=C1)C(=O)NCC(=O)O
Nigerose	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@H]2[C@@H]([C@H](OC([C@@H]2O)O)CO)O)O)O)O)O
Nitrate	[N+](=O)([O-])[O-]
Nitric oxide	[N]=O
Nitrite	N(=O)[O-]
Nitrogen	N#N
Nitrous oxide	[N-]=[N+]=O
Nivalenol	CC1=C[C@@H]2[C@]([C@@H](C1=O)O)([C@]3([C@@H]([C@H]([C@H]([C@@]34CO4)O2)O)O)C)CO
Nivalenol	CC1=C[C@@H]2[C@]([C@@H](C1=O)O)([C@]3([C@@H]([C@H]([C@H]([C@]34CO4)O2)O)O)C)CO
Nivalenol	CC1=C[C@@H]2[C@]([C@@H](C1=O)O)([C@]3([C@@H]([C@H]([C@H](C34CO4)O2)O)O)C)CO
Nivalenol	CC1=CC2C(C(C1=O)O)(C3(C(C(C(C34CO4)O2)O)O)C)CO
Nivalenol	CC1=C[C@@H]2[C@]([C@H](C1=O)O)([C@@]3([C@@H]([C@H]([C@@H]([C@@]34CO4)O2)O)O)C)CO
Nivalenol	CC1=C[C@@H]2[C@]([C@@H](C1=O)O)(C3([C@@H]([C@H]([C@H](C34CO4)O2)O)O)C)CO
Nivalenol	CC1=CC2[C@]([C@@H](C1=O)O)([C@]3([C@@H]([C@H](C(C34CO4)O2)O)O)C)CO
Nocamycin E	C[C@H]1[C@H]2C(=O)C[C@]3([C@@](O2)([C@H]([C@H](O3)C)C(=O)[O-])O[C@@H]1[C@H](C)/C=C(\C)/C=C/C(=C\4/C(=O)CNC4=O)/[O-])C
Nocamycin E	C[C@H]1[C@H]2C(=O)C[C@]3([C@@](O2)([C@H]([C@H](O3)C)C(=O)O)O[C@@H]1[C@H](C)/C=C(\C)/C=C/C(=C\4/C(=O)CNC4=O)/O)C
Nocamycin E	C[C@@H]1[C@H](OC23C([C@H](O[C@]2(CC(=O)C1O3)C)C)C(=O)[O-])[C@H](C)/C=C(\C)/C=C/C(=C/4\C(=O)CNC4=O)/O
Nocamycin E	C[C@H]1[C@@H]2C(=O)C[C@]3([C@@](O2)([C@H]([C@H](O3)C)C(=O)O)O[C@@H]1[C@H](C)/C=C(\C)/C=C/C(=C\4/C(=O)CNC4=O)/O)C
Nocamycin I	C[C@H]1[C@H]2C(=O)C[C@]3([C@@](O2)([C@H]([C@H](O3)C)C(=O)OC)O[C@@H]1[C@H](C)/C=C(\C)/C=C/C(=C\4/C(=O)CNC4=O)/O)C
Nocamycin I	CC1C2C(=O)CC3(C(O2)(C(C(O3)C)C(=O)OC)OC1C(C)C=C(C)C=CC(=C4C(=O)CNC4=O)O)C
Nocamycin I	CC1C2C(=O)CC3(C(O2)(C(C(O3)C)C(=O)OC)OC1C(C)/C=C(\C)/C=C/C(=C4C(=O)CNC4=O)O)C
Nocamycin I	C[C@@H]1[C@H](OC23C([C@H](O[C@]2(CC(=O)C1O3)C)C)C(=O)OC)[C@H](C)/C=C(\C)/C=C/C(=C/4\C(=O)CNC4=O)/O
Nocamycin I	C[C@H]1[C@@H]2C(=O)C[C@]3([C@@](O2)([C@H]([C@H](O3)C)C(=O)OC)O[C@@H]1[C@H](C)/C=C(\C)/C=C/C(=C\4/C(=O)CNC4=O)/O)C
Nocardicin A	C1[C@@H](C(=O)N1[C@H](C2=CC=C(C=C2)O)C(=O)O)NC(=O)/C(=N\O)/C3=CC=C(C=C3)OCC[C@H](C(=O)O)N
Nocardicin A	C1[C@@H](C(=O)N1[C@H](C2=CC=C(C=C2)O)C(=O)O)NC(=O)/C(=N/O)/C3=CC=C(C=C3)OCC[C@H](C(=O)O)N
Nocardicin A	C1C(C(=O)N1C(C2=CC=C(C=C2)O)C(=O)O)NC(=O)C(=NO)C3=CC=C(C=C3)OCCC(C(=O)O)N
Nocardicin A	C1[C@@H](C(=O)N1C(C2=CC=C(C=C2)O)C(=O)O)NC(=O)/C(=N/O)/C3=CC=C(C=C3)OCC[C@H](C(=O)O)N
Nocardicin A	C1[C@@H](C(=O)N1[C@@H](C2=CC=C(C=C2)O)C(=O)O)NC(=O)/C(=N\O)/C3=CC=C(C=C3)OCC[C@@H](C(=O)O)N
Nocardicin C	C1[C@@H](C(=O)N1[C@H](C2=CC=C(C=C2)O)C(=O)O)NC(=O)[C@@H](C3=CC=C(C=C3)OCC[C@H](C(=O)O)N)N
Nocardicin C	C1C(C(=O)N1C(C2=CC=C(C=C2)O)C(=O)O)NC(=O)C(C3=CC=C(C=C3)OCCC(C(=O)O)N)N
Nocardicin C	C1[C@@H](C(=O)N1[C@H](C2=CC=C(C=C2)O)C(=O)O)NC(=O)C(C3=CC=C(C=C3)OCC[C@H](C(=O)O)N)N
Nocardicin E	C1[C@@H](C(=O)N1[C@H](C2=CC=C(C=C2)O)C(=O)O)NC(=O)/C(=N/O)/C3=CC=C(C=C3)O
Nocardicin E	C1[C@@H](C(=O)N1[C@H](C2=CC=C(C=C2)O)C(=O)[O-])NC(=O)/C(=N/O)/C3=CC=C(C=C3)O
Nocardicin G	C1[C@@H](C(=O)N1[C@H](C2=CC=C(C=C2)O)C(=O)O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N
Nocardicin G	C1[C@@H](C(=O)N1[C@H](C2=CC=C(C=C2)O)C(=O)[O-])NC(=O)[C@@H](C3=CC=C(C=C3)O)[NH3+]
Nogalaviketone	CC1=C(C2=C(C(=O)C1)C(=C3C(=C2)C(=O)C4=C(C3=O)C(=CC=C4)O)O)C(=O)OC
Nogalavinone	C[C@@]1(C[C@@H](C2=C(C3=C(C=C2[C@H]1C(=O)OC)C(=O)C4=C(C3=O)C(=CC=C4)O)O)O)O
Nogalonate	CC(=O)CC(=O)C1=C(C2=C(C=C1CC(=O)O)C(=O)C3=C(C2=O)C(=CC=C3)O)O
Nogalonate	CC(=O)CC(=O)C1=C(C2=C(C=C1CC(=O)[O-])C(=O)C3=C(C2=O)C(=CC=C3)O)O
Nogalonate	CC(=O)CC(=O)C1=C(C2=C(C=C1CC(=O)[O-])C(=O)C3=C(C2=O)C(=CC=C3)O)[O-]
Nomega,Nomega'-dimethyl-L-arginine	CN(C)C(=NCCC[C@@H](C(=O)O)N)N
Nomega-(ADP-D-ribosyl)-L-arginine	C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@H](O4)NC(=NCCC[C@@H](C(=O)O)N)N)O)O)O)O)N
Nomega-hydroxy-L-arginine	C(C[C@@H](C(=O)[O-])[NH3+])C[NH+]=C(N)NO
Nomega-hydroxy-L-arginine	C(C[C@@H](C(=O)O)N)CN=C(N)NO
Nomega-hydroxy-L-arginine	C(C[C@@H](C(=O)[O-])[NH3+])CN=C(N)NO
Nomega-phospho-L-arginine	C(C[C@@H](C(=O)[O-])[NH3+])C[NH+]=C(N)NP(=O)([O-])[O-]
Nomega-phosphohypotaurocyamine	C(CS(=O)O)N=C(N)NP(=O)([O-])[O-]
Nonaflavuxanthin	CC(=CCC/C(=C/C=C/C(=C/C=C/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C=C(\C)/CCC(C/C=C(\C)/CO)C(=C)C)/C)/C)/C)C
Norajmaline	CC[C@H]1[C@@H]2C[C@H]3[C@H]4[C@@]5(C[C@@H]([C@H]2[C@H]5O)N3[C@@H]1O)C6=CC=CC=C6N4
Norajmaline	CC[C@H]1[C@@H]2CC3[C@H]4C5(C[C@@H]([C@H]2[C@H]5O)N3[C@@H]1O)C6=CC=CC=C6N4
Norajmaline	CC[C@H]1[C@H]2C[C@H]3[C@H]4C5(C[C@@H](C2[C@H]5O)N3[C@@H]1O)C6=CC=CC=C6N4
Norajmaline	CC[C@H]1[C@@H]2C[C@H]3[C@H]4[C@@]5(C[C@@H](C2[C@H]5O)N3[C@@H]1O)C6=CC=CC=C6N4
Norbelladine	C1=CC(=CC=C1CCNCC2=CC(=C(C=C2)O)O)O
Norcodeine	COC1=C2C3=C(C[C@@H]4[C@H]5[C@]3(CCN4)[C@@H](O2)[C@H](C=C5)O)C=C1
Norcraugsodine	C1=CC(=CC=C1CCN=CC2=CC(=C(C=C2)O)O)O
Norgalanthamine	COC1=C2C3=C(CNCC[C@]34C=C[C@@H](C[C@@H]4O2)O)C=C1
Normorphine	C1CN[C@@H]2CC3=C4[C@@]15[C@H]2C=C[C@@H]([C@@H]5OC4=C(C=C3)O)O
Normorphine	C1CNC2CC3=C4C15C2C=CC(C5OC4=C(C=C3)O)O
Normorphine	C1CN[C@H]2CC3=C4[C@@]15[C@H]2C=C[C@@H]([C@@H]5OC4=C(C=C3)O)O
Normorphine	C1CN[C@@H]2CC3=C4[C@@]15C2C=C[C@@H](C5OC4=C(C=C3)O)O
Normorphine	C1CN[C@@H]2CC3=C4[C@@]15C2C=C[C@@H]([C@@H]5OC4=C(C=C3)O)O
Nornicotine	C1CC(NC1)C2=CN=CC=C2
Nornitrogen mustard	C(CCl)NCCCl
Noroxopluviine	COC1=C(C=C2CN3CCC4=CCC(=O)[C@H]([C@@H]43)C2=C1)O
Northienamycin	C1[C@@H]2[C@H](C(=O)N2C(=C1SCCN)C(=O)O)CO
Nostoxanthin	CC1=C(C([C@H]([C@@H](C1)O)O)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(C[C@H]([C@@H](C2(C)C)O)O)C)\C)\C)/C)/C
Novclobiocin 104	CC(=CCC1=C(C=CC(=C1)C(=O)NC2=C(C3=C(C(=C(C=C3)O[C@H]4[C@@H]([C@@H]([C@H](C(O4)(C)C)OC)O)O)Cl)OC2=O)O)O)C
